  id  |                          name                          |                      identifier                      | auth_type | traffic_source_type | concentrator_id |    
    pppoe_user        | snmp_interface_index |                         snmp_interface_name                         |   snmp_interface_alias    | last_if_index_validation 
------+--------------------------------------------------------+------------------------------------------------------+-----------+---------------------+-----------------+----
----------------------+----------------------+---------------------------------------------------------------------+---------------------------+--------------------------
   56 | ONU-ROUTER                                             | JW37Y8NA                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q19D01            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:39.649
  101 | moises.gomes                                           | FT581EDW                                             | pppoe     | concentrator        |              10 | moi
ses.gomes             |                   55 | sfpplus-vlan.3011-MVT_OSPF2                                         |                           | 2026-03-18 20:49:11.844
  258 | MAIKAI_Q02D07-LEANDRO_BACCI                            | BT0VH62W                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q02D07            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:09.73
  262 | MAIKAI_Q21D09-AELSON                                   | GSMWNXCE                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q21D09            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-06 20:06:49.487
  264 | ONU-ROUTER                                             | 2AKQG6M7                                             | pppoe     | concentrator        |              13 | 271
4ericbernardes        |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:30.393
  268 | ONU-ROUTER - Usuario: support                          | C617KSCQ                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q04E02            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:08:19.271
  283 | ONU-ROUTER                                             | 5I3Q4WBI                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q09E03            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:55.389
  284 | ONU-BRIDGE                                             | JRF7L9F8                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q01E07            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:10:02.269
  285 | ANTONIO.FILHO                                          | 170EJ6JX                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q20D07            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-27 14:08:42.585
  287 | ONU-ROUTER                                             | CRH6M9NV                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q01D21            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-27 14:08:32.94
  294 | MAIKAI_Q10E04                                          | 29NAYXFR                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q10E04            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:52:06.333
  296 | ONU-ROUTER                                             | 5QDT49BR                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q08D15            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:42.559
  298 | andre.araujo                                           | 4S3QFQY7                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q08E07            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:09:06.719
  304 | ONU-ROUTER                                             | KX39MZGW                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q15D03            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:09.733
  305 | MAIKAI_Q17D03-CRISTIAN-CALVI                           | KV1VY9M9                                             | pppoe     | concentrator        |              13 | cri
stian.calvi           |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:48.133
  316 | ONU-ROUTER                                             | KIJX3WHQ                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q02E17            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:45.821
  346 | MAIKAI_Q01D13                                          | DQJRYRY7                                             | pppoe     | concentrator        |              13 | MAI
KAI_Q01D13            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:09:11.248
  351 | braulio.oliveira                                       | 1Z285T5S                                             | pppoe     | concentrator        |              14 | MAI
KAI_Q12D08            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-18 01:35:32.214
:
  356 | ONU-ROUTER - Usuario: support                          | 5SJ9HWG6                                             | pppoe     | concentrator        |              13 | MAIKAI_Q06D09            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:42.545
  364 | ONU-ROUTER                                             | LWDZFWL7                                             | pppoe     | concentrator        |              14 | MAIKAI_Q11E09            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:43.947
  394 | Maikai_Q02D13-LUIS-ANDR                                | NW2QCRGA                                             | pppoe     | concentrator        |              14 | luiz.andrade             |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-27 14:08:32.157
  397 | ONU-BRIDGE                                             | F93V0IBQ                                             | pppoe     | concentrator        |              14 | MAIKAI_Q12E02            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:57.787
  401 | MAIKAI_Q08D01_RINALDO-SERRA                            | 3SB7D9KW                                             | pppoe     | concentrator        |              14 | MAIKAI_Q08D01            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:09.186
  402 | ONU ROUTER                                             | 0WFTNX3R                                             | pppoe     | concentrator        |              13 | MAIKAI_Q06D11            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:11.818
  406 | ONU-ROUTER                                             | NZBRKV4A                                             | pppoe     | concentrator        |              14 | MAIKAI_Q13D06            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:52:12.437
  407 | BRAZ-FEITOSA                                           | 5RBZDXF8                                             | pppoe     | concentrator        |              10 | braz.feitosa             |                   55 | sfpplus-vlan.3011-MVT_OSPF2                                         |                           | 2026-03-18 20:49:43.43
  417 | MAIKAI_Q08D09                                          | J8H9BR27                                             | pppoe     | concentrator        |              13 | MAIKAI_Q08D09            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:09:50.231
  426 | ONU-ROUTER                                             | CZ1708B7                                             | pppoe     | concentrator        |              13 | MAIKAI_Q03D06            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:59.757
  427 | MAIKAI_Q12D06-EMANOELLA-BRITO                          | MACW18CT                                             | pppoe     | concentrator        |              14 | MAIKAI_Q12D06            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:54.35
  445 | MAIKAI_Q09D04                                          | CZMACSN8                                             | pppoe     | concentrator        |              13 | MAIKAI_Q09D04            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-27 14:08:31.128
  454 | ONU-ROUTER                                             | CQBZJS39                                             | pppoe     | concentrator        |              13 | MAIKAI_Q01D12            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-26 23:10:00.426
  465 | MARLENE-SANTOS-Q20DL08                                 | AJUMVTFQ263SY6                                       | pppoe     | concentrator        |              13 | 2713marlenesantos        |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-04-04 19:07:25.971
  482 | RAFAEL-ANDRADE-CO2847                                  | 47FV0EKE                                             | pppoe     | concentrator        |              10 | 2847rafaelandrade        |                   55 | sfpplus-vlan.3011-MVT_OSPF2                                         |                           | 2026-03-18 19:50:50.921
  511 | ROTA PRINCIPAL CONDOMINO THAI                          | JSGTJWCR                                             | pppoe     | concentrator        |              10 | condominio.praia_7       |                   43 | sfpplus-vlan.1599-THAI_PRINCIPAL                                    |                           | 2026-04-25 12:54:27.835
  515 | MAIKAI_Q06E07                                          | 2X26192E                                             | pppoe     | concentrator        |              14 | MAIKAI_Q06E07            |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:22.816
  516 | FERNANDO.JUNIOR                                        | J9K61646                                             | pppoe     | concentrator        |              14 | 2840fernandojunior       |                   46 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:00.69
  556 | MAIKAI_Q12D02                                          | GRCECAJW                                             | pppoe     | concentrator        |              13 | MAIKAI_Q12D02            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-28 17:27:13.021
  561 | helio.santos                                           | J9M75X2E                                             | pppoe     | concentrator        |              13 | MAIKAI_Q11E02            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:51:08.037
:
  575 | ONU-ROUTER                                             | JR17B7JZ                                             | pppoe     | concentrator        |              13 | MAIKAI_Q20D09            |                 1376 | sfp-sfpplus1-vlan.50-OSPF-CEs                                       |                           | 2026-03-18 19:50:37.432
